date,noncomm_net,comm_net,nonrept_net,noncomm_idx,comm_idx,nonrept_idx
2023-09-19,3194,-2088,-1106,69.44602701162907,33.13730220962262,62.65307518642676
2023-09-26,846,-992,146,66.1512971441029,35.78528200386652,66.02767434376868
2023-10-03,1435,1646,-3081,41.119479999383884,46.814563453589834,58.61030662437365
2023-10-10,7840,-6960,-880,50.98501301541827,35.83584222074808,63.66937893623868
2023-10-17,14348,-12040,-2308,61.00919550852549,29.355258457927235,63.99688200331287
2023-10-24,2697,-4366,1669,43.06332116507247,39.14502219727509,73.68459514761766
2023-10-31,6737,-6592,-145,49.28607735317222,36.30530183191305,69.26580921757771
2023-11-07,16295,-8937,-7358,64.00813271105771,33.31377251620146,53.630183720401305
2023-11-14,315,-2032,1717,39.394359471989894,42.122518752870334,76.56364509362918
2023-11-21,5044,-11285,6241,46.67837284167398,30.318416084094505,87.9962598872912
2023-11-28,7278,-10902,3624,50.119372179350925,30.807011277236313,81.38283086098406
2023-12-05,8402,-13580,5178,51.8506538514856,27.390672041639025,85.30994920522605
2023-12-12,8104,-10817,2713,51.39164856830399,30.9154462417717,89.86818299302145
2023-12-19,22184,-25768,3584,73.07887805554272,11.8423738327295,92.36954711237472
2023-12-26,27991,-33608,5617,82.02331993284352,1.8408429861713527,98.20797794434392
2024-01-02,39067,-47339,8272,99.08352971982194,0.0,100.0
2024-01-09,36776,-42601,5825,95.55473406959013,5.225197406149367,93.35992619125149
2024-01-16,36571,-38733,2162,95.23897540162962,9.49093475671622,83.42016715510691
2024-01-23,33042,-38153,5111,90.63393856485511,10.13057479377123,91.42244654292847
2024-01-30,39251,-47893,8642,100.0,0.0,100.0
2024-02-06,32888,-38439,5551,90.13671875,10.362819248054368,91.69577131803771
2024-02-13,32076,-37213,5137,88.87803819444444,11.706675435711936,90.58352587179625
2024-02-20,25561,-32432,6871,78.77914186507937,16.947276115312945,95.24206114663372
2024-02-27,10246,-17702,7456,55.03937251984127,33.09328071906171,96.81371232067058
2024-03-05,635,-10151,9516,40.14136904761905,41.370163323468155,100.0
2024-03-12,1395,-8644,7249,41.31944444444444,43.022032226241365,94.0492440151197
2024-03-19,11160,-17526,6366,56.45616319444444,33.28619971500603,91.73141537169256
2024-03-26,-7116,-1087,8203,28.126550099206348,51.30549161460046,96.55344393112138
2024-04-02,-5195,-1570,6765,31.104290674603174,50.776060506412364,92.77876942461151
2024-04-09,7543,-14503,6960,50.84945436507937,36.59980269648142,93.29063418731626
2024-04-16,8529,-17894,9365,52.377852182539684,32.882823632577,99.60363292734145
2024-04-23,6125,-18478,12353,48.65141369047619,32.24268332785268,100.0
2024-04-30,2772,-14557,11785,43.453931051587304,36.5406116409076,98.61236655021621
2024-05-07,4405,-10633,6228,45.98524305555556,40.841828345938836,85.0365230987223
2024-05-14,3170,-11068,7898,44.070870535714285,40.36501150937192,89.11636088241761
2024-05-21,4718,-16887,12169,46.470424107142854,33.986627205962954,99.55048493880243
2024-05-28,-3726,-6683,10409,33.38138640873016,45.17154444809821,95.25077565778223
2024-06-04,1997,-13027,11030,42.252604166666664,38.21769154883262,96.76788898932402
2024-06-11,-8032,-312,8344,26.706659226190474,52.15499287515072,90.20594630249433
2024-06-18,-3825,-4172,7997,33.22792658730159,47.923928532281046,89.358219529475
2024-06-25,7395,-18260,10865,50.620039682539684,32.48163981146553,96.36479124422837
2024-07-02,10776,-21182,10406,55.86092509920635,29.278746026526363,95.2434466078714
2024-07-09,5217,-15719,10502,47.243923611111114,35.2669078154116,95.47797620501795
2024-07-16,5682,-18500,12818,47.964719742063494,32.21856845335964,100.0
2024-07-23,-613,-17180,17793,38.20684523809524,33.66546092294202,100.0
2024-07-30,2422,-26248,23826,42.91139632936508,23.725748109174614,100.0
2024-08-06,12611,-31501,18890,58.705357142857146,17.967773758632028,90.58123115673777
2024-08-13,8484,-21221,12737,52.30809771825397,29.235996930834155,78.84020913635844
2024-08-20,11381,-22205,10824,56.79873511904762,28.157404362600023,75.18986375605847
2024-08-27,21440,-36200,14760,72.39118303571429,12.817055793050532,82.70045414647178
2024-09-03,25988,-40818,14830,79.44103422619048,7.7551244108297706,82.8340266381712
2024-09-10,25626,-37842,12216,78.87989831349206,11.01720925134276,77.84604816242415
2024-09-17,19233,-32928,13695,68.97011408730158,16.40359530856078,80.66824409418768
2024-09-24,16039,-29423,13384,64.01909722222223,20.245533267565495,80.07480059535168
2024-10-01,16079,-27006,10927,64.08110119047619,22.894881069823523,75.38640613670191
2024-10-08,13295,-24754,11459,59.765625,25.363367313383755,76.40155707361752
2024-10-15,1404,-12409,11005,41.33339533730159,38.89510029595528,75.53524405602413
2024-10-22,2660,-13122,10462,43.28031994047619,38.11355913624904,74.49910315612716
2024-10-29,5122,-16238,11116,47.09666418650794,34.69801600350762,75.74705186429034
2024-11-05,16092,-27658,11566,64.10125248015873,22.180203880302532,76.60573216807236
2024-11-12,16380,-30363,13983,64.5476810515873,19.21517044831744,81.21779948860818
2024-11-19,19803,-32162,12359,69.85367063492063,17.243231393182068,78.11891768118154
2024-11-26,19459,-30415,10956,69.3204365079365,19.158171654061164,75.44174331183453
2024-12-03,29691,-40965,11274,85.18105158730158,7.593993203989916,76.04854405984048
2024-12-10,35573,-49864,14291,94.29873511904762,0.0,81.80551845208564
2024-12-17,36082,-47174,11092,95.08773561507937,2.886235126232551,75.70125558142198
2024-12-24,27232,-41465,14233,81.36935763888889,9.011705882984089,81.69484410182041
2024-12-31,23908,-43741,19833,76.21682787698413,6.569671999227476,92.3806434377743
2025-01-07,18770,-33742,14972,68.2524181547619,17.298097659896353,83.10498797847575
2025-01-14,10534,-24050,13516,55.48580109126984,27.69712771322196,80.32668015112773
2025-01-21,18489,-36654,18165,67.81684027777777,14.173667664510038,89.19780177842232
2025-01-28,30691,-42758,12067,86.7311507936508,7.624381712642569,77.56172957294966
2025-02-04,18978,-30811,11833,68.57483878968254,20.442913702642677,77.11521581498302
2025-02-11,13436,-22860,9424,59.98418898809524,28.973938047875023,72.51841392207
2025-02-18,9828,-16759,6931,54.391431051587304,35.520005150159335,67.76132503911766
2025-02-25,25777,-42316,16539,79.1139632936508,8.098625551227991,86.09510361409
2025-03-04,21766,-40222,18456,72.89651537698413,10.345382560272958,89.75308170820135
2025-03-11,22729,-46722,23993,74.38926091269842,3.3712084634285038,100.0
2025-03-18,22996,-41459,18463,74.80313740079364,9.018143582150406,89.48129267875144
2025-03-25,8689,-23883,15194,52.62586805555556,27.87631034001781,83.26327202176022
2025-04-01,15178,-28512,13334,62.68446180555556,22.909625433203505,79.72533429707264
2025-04-08,24264,-30431,6167,76.76866319444444,20.850634649842814,66.09286135468777
2025-04-15,31794,-30833,-961,88.44091021825396,20.419308805699508,52.53457097749796
2025-04-22,37680,-37245,-435,97.56479414682539,13.539554296627719,53.53508454910315
2025-04-29,30863,-23292,-7571,86.99776785714286,28.51042370790013,39.96157723546307
2025-05-06,32847,-22754,-10093,90.07316468253968,29.08767073314664,35.16443801951572
2025-05-13,19547,-10153,-9394,69.45684523809524,42.60791193227541,36.49401784185799
2025-05-20,14530,-3723,-10807,61.67999751984127,49.50697953884615,33.8063264413292
2025-05-27,17032,-10175,-6857,65.55834573412699,42.58430703533224,41.31968881364959
2025-06-03,14670,-9454,-5216,61.89701140873016,43.357903885151444,44.44106290301105
2025-06-10,17727,-12062,-5665,66.63566468253968,40.55965064752524,43.5870123447397
2025-06-17,15694,-7302,-8392,63.48431299603175,45.666891986137486,38.3999391322542
2025-06-24,16509,-22044,5535,64.74764384920636,29.849465134494267,64.89072337511651
2025-07-01,27136,-38337,11201,81.22054811507937,12.36789304835785,75.66811861601963
2025-07-08,31211,-41626,10415,87.53720238095238,8.838960955354557,74.17305460978069
2025-07-15,34892,-41209,6317,93.24311755952381,9.286381047413654,66.37817891313031
2025-07-22,30728,-37132,6404,86.78850446428571,13.660797630926707,66.543663097027
2025-07-29,34954,-40733,5779,93.33922371031746,9.79710518127488,65.35483993684971
2025-08-05,33836,-44767,10931,91.60621279761905,5.468825441787105,75.15454701082305
2025-08-12,42312,-48851,6539,100.0,1.086898209246682,66.80044889962528
2025-08-19,33845,-44468,10623,87.46984742426709,5.78963745024195,74.56869495748768
2025-08-26,36082,-48721,12639,90.78034126056265,1.226381691183571,78.40336294295551
2025-09-02,15444,-23017,7573,60.23855682003167,28.805484919689704,68.76723793582256
2025-09-09,25473,-33166,7693,75.08028354520296,17.916116779862875,68.99549198257661
2025-09-16,17806,-24279,6473,63.734035783523005,27.451422195040827,66.67490917391056
2025-09-23,23405,-27393,3988,72.01988960087608,24.110256327721807,61.948148289045704
2025-09-30,41008,-47606,6598,98.07023515309369,2.422720786257658,66.91267380594601
2025-10-07,43341,-49165,5824,100.0,0.7499919528760421,65.44043520438248
2025-10-14,52827,-60400,7573,100.0,0.0,68.76723793582256
2025-10-21,48862,-55848,6986,94.92239524638869,4.388019703673713,67.65069522378407
2025-10-28,42302,-47744,5442,86.52161663763958,12.20008290195398,64.71382648888212
2025-11-04,48171,-58524,10353,94.03749615818052,1.8084193682099925,74.0551233522911
2025-11-11,49816,-61869,12053,96.14409384284397,0.0,77.28872234797329
2025-11-18,46410,-60264,13854,91.78234812006967,1.5255783890652623,80.71443516634014
2025-11-25,57393,-66754,9361,100.0,0.0,72.16822323245772
2025-12-02,48318,-62116,13798,89.02049507585839,4.212878436929449,80.60791661118826
2025-12-09,48051,-62479,14428,88.69746170784234,3.883151211270676,81.80625035664694
2025-12-16,46376,-63220,16844,86.67094151523217,3.210071667983759,86.40176516462823
2025-12-23,31833,-49737,17904,69.07590679216977,15.457212669518853,88.4180092442889
2025-12-30,25051,-43456,18405,60.870617272001354,21.162492846826716,89.370969889487
2026-01-06,32586,-51645,19059,69.98693348174316,13.724100971014888,90.6149544442965
2026-01-13,29141,-44705,15564,65.81895613037481,20.027976855510442,83.96705533258516
2026-01-20,21134,-34387,13253,55.35815419467632,29.400223451508296,79.57126281551366
2026-01-27,28155,-41560,13405,64.00236389155647,22.884704471755185,79.86038460806878
2026-02-03,14187,-27210,13023,46.805052818201965,35.91937578911991,79.13377589256842
2026-02-10,13360,-23184,9824,45.786855777991185,40.061420769046876,73.04890342951705
2026-02-17,24410,-31456,7046,59.39154416291153,32.45554350024826,67.76482224716109
2026-02-24,10787,-17238,6451,38.49666130011349,48.15373095138531,66.63306259867232
2026-03-03,2386,-1875,-511,27.410330174984825,63.72807103707051,53.39052365282559
2026-03-10,24929,-24766,-163,57.15906991475099,50.21767210448261,37.12813305223706
2026-03-17,24082,-27334,3252,56.041331257093084,48.30882352941177,46.01650139246766
2026-03-24,6623,-10817,4194,33.00166275172214,69.58982844204476,48.468285572993935
2026-03-31,20600,-21908,1308,46.52024768161865,55.79179159254053,40.95676843392936
2026-04-07,12525,-9505,-3020,34.78298787755458,71.22205496323758,29.69209546862393
2026-04-14,10821,-11101,280,32.30617169103753,69.23651111581096,38.28114833034018
2026-04-21,9439,-13892,4453,30.297392366057153,65.7642975329991,49.14239608547409
2026-04-28,-2322,-1994,4316,13.202418674961482,80.566302982048,48.78582025454829
2026-05-05,1221,-6453,5232,18.35227768249077,75.01897214515868,51.16993310949741
2026-05-12,-15985,12263,3722,0.0,98.30308157400381,47.23979073943937
2026-05-19,-1420,-4033,5453,19.84927362424705,78.02963386870032,51.74513937690325
2026-05-26,-6085,-562,6647,13.491782278066996,82.34781851432552,54.85281486686968
2026-06-02,-14949,13812,1137,1.4118673171795362,100.0,40.511699331094974
2026-06-09,-1349,-720,2069,19.94603287088773,81.96261450239555,37.0
2026-06-16,-8908,4087,4821,9.644580119381832,87.92915125487178,44.9080459770115
